,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,behavior,lateral_acc,lateral_vel,mean_vel
40593,40593,231128,7515267,210,814,714,1113433216300,59.073,147.003,6042871.743,2133220.99,15.3,7.9,2,21.79,-11.2,5,,,,,,,201,3342,34.51,1.58,i-80,1,-8.800000000000097,-0.30999999999998806,26.093652173913046
40594,40594,2475637,9759776,79,814,786,1113433216300,15.904000000000002,890.1560000000003,6042735.6,2133953.187,17.8,7.4,2,29.74,2.32,2,,,,,,,59,87,136.24,4.58,i-80,2,2.6000000000001577,0.04000000000001336,26.094695652173915
40595,40595,4083687,11367826,4,814,749,1113433216300,55.176,1467.601,6042684.04,2134530.076,13.4,5.3,2,20.54,-10.12,5,,,,,,,0,27,0.0,0.0,i-80,2,-4.999999999999716,0.8100000000000307,26.0864347826087
40596,40596,2213190,9497329,90,814,827,1113433216300,27.081,796.6519999999997,6042759.437000001,2133861.802,13.4,5.3,2,18.97,-0.25,3,,,,,,,86,108,94.55,4.98,i-80,0,0.0,-1.4799999999999969,26.086260869565223
40597,40597,288945,7573084,158,814,376,1113433216300,5.187,176.03599999999997,6042814.701,2133243.032,12.8,7.3,2,43.65,2.35,1,,,,,,,143,166,94.82,2.17,i-80,2,-0.8999999999996788,-1.059999999999981,26.087565217391308
40598,40598,1192961,8477100,168,814,724,1113433216300,65.96300000000001,477.58,6042838.044,2133549.7,16.3,6.9,2,11.06,11.2,6,,,,,,,164,179,44.81,4.05,i-80,2,0.0,-0.01999999999995339,26.09269565217392
40599,40599,1096016,8380155,179,814,713,1113433216300,69.015,448.842,6042844.549,2133521.487,18.3,7.0,2,17.92,-8.71,6,,,,,,,168,189,28.74,1.6,i-80,2,0.19999999999953388,-0.030000000000001137,26.085130434782617
40600,40600,2384256,9668395,81,814,773,1113433216300,63.565,850.328,6042788.368,2133920.22,17.8,7.4,2,29.0,5.23,6,,,,,,,72,89,92.78,3.2,i-80,2,-0.20000000000095497,0.07999999999995566,26.093391304347833
40601,40601,3911523,11195662,21,814,783,1113433216300,65.16,1404.967,6042703.9410000015,2134469.807,12.8,6.8,2,37.15,-7.26,6,,,,,,,7,31,78.21,2.11,i-80,2,-1.4210854715202004e-12,-0.16000000000005343,26.090956521739137
40602,40602,2252965,9537104,94,814,791,1113433216300,52.81399999999999,806.715,6042783.607000003,2133875.191,18.3,7.5,2,27.5,0.0,5,,,,,,,77,102,67.69,2.46,i-80,2,-1.4210854715202004e-12,0.5299999999999017,26.090782608695662
40603,40603,4330719,11614858,5,814,702,1113433216300,67.81,1557.0,6042682.179,2134620.164,14.4,5.9,2,41.19,0.06,6,,,,,,,0,7,0.0,0.0,i-80,2,-1.4210854715202004e-12,0.13999999999995794,26.090782608695662
40604,40604,3935141,11219280,1,814,884,1113433216300,15.376,1421.456,6042652.166,2134478.111,14.3,6.4,2,25.82,-6.37,2,,,,,,,0,11,0.0,0.0,i-80,2,1.7763568394002505e-13,-0.09999999999999787,26.08713043478262
40605,40605,1874991,9159130,112,814,747,1113433216300,29.873,683.97,6042776.645,2133750.191,13.9,5.8,2,19.27,0.27,3,,,,,,,108,121,71.5,3.71,i-80,0,0.10000000000047748,0.05000000000002558,26.087304347826098
40606,40606,846521,8130660,159,814,565,1113433216300,42.56100000000001,377.083,6042827.179,2133447.269,12.8,6.8,2,36.02,-1.34,4,,,,,,,149,176,55.24,1.53,i-80,2,-5.299999999999017,-0.1299999999999102,26.08495652173914
40607,40607,219545,7503684,212,814,622,1113433216300,18.829,147.813,6042831.72,2133216.715,14.3,8.5,2,17.29,3.92,2,,,,,,,205,224,40.38,2.34,i-80,2,0.10000000000012221,-0.47999999999998266,26.087217391304357
40608,40608,2266376,9550515,87,814,772,1113433216300,16.003,816.0930000000003,6042745.877,2133879.601,17.9,5.9,2,31.9,0.02,2,,,,,,,79,93,74.06,2.32,i-80,2,0.0,-0.3500000000000014,26.087217391304357
40609,40609,1256925,8541064,140,814,504,1113433216300,84.395,493.819,6042854.347,2133568.101,16.3,7.4,2,40.01,-4.77,7,,,,,,,124,0,139.2,3.48,i-80,2,-5.100000000001614,-0.350000000000108,26.08417391304349
40610,40610,1374348,8658487,156,814,616,1113433216300,18.137,536.105,6042783.411,2133601.971,12.8,6.8,2,13.84,0.21,2,,,,,,,3340,163,27.56,1.99,i-80,2,-3.552713678800501e-13,-0.010000000000012221,26.084608695652186
40611,40611,3072871,10357010,54,814,901,1113433216300,16.947,1104.394,6042704.596,2134165.256,13.4,5.3,2,38.15,0.0,2,,,,,,,55,59,26.74,0.7,i-80,2,-0.10000000000047748,0.5299999999999727,26.084608695652186
